icao,iata,name,city,subd,country,lat,lon,lid
09GA,,Sunbelt Strip,Moultrie,Georgia,US,31.1113,-83.68406,09GA
09IA,,Skydive Iowa Airport,Brooklyn,Iowa,US,41.74583,-92.40935,09IA
09ID,,Taylor Ranch Landing Area Airport,Moscow,Idaho,US,45.10389,-114.85528,09ID
NULL,,Gibbons Field,Valeene,US-IN,US,38.44729995727539,-86.44499969482422,09II
09IN,,Gordon Airport,Columbia City,Indiana,US,41.12088,-85.42498,09IN
09KS,,Coffman Airport,Wellsville,Kansas,US,38.70695,-95.1383,09KS
09LL,,Pine Hill Airport,Capron,Illinois,US,42.46807,-88.74316,09LL
NULL,,Kallander Field,Southborough,US-MA,US,42.304298400878906,-71.50589752197266,09MA
09ME,,Perrotti Skyranch Airfield,Berwick,Maine,US,43.34083,-70.85472,09ME
09MO,,Hogue Farm Airport,Willard,Missouri,US,37.37838,-93.36325,09MO
NULL,,Paint Creek Ranch Airport,Sula,US-MT,US,45.909346,-113.763183,09MT
K09N,,Airhaven Airport,Staatsburg,New York,US,41.83264,-73.87617,09N
09NC,,William Irving Lewis Airport,Broadway,North Carolina,US,35.32932,-79.03002,09NC
09NE,,Summer Hill Farm Airport,Bennington,Nebraska,US,41.33333,-96.19363,09NE
09NR,,Dakota Air Ranch Airport,Ramseur,North Carolina,US,35.65,-79.65,09NR
09OK,,Ragtime Aerodrome,Collinsville,Oklahoma,US,36.35454,-95.86388,09OK
09PA,,Eagle Field,Port Matilda,Pennsylvania,US,40.827,-77.98806,09PA
K09S,,Sullivan Lake State Airport,Metaline Falls,Washington,US,48.8409,-117.28399,09S
K09T,,Lazy G Bar Ranch Airport,Decatur,Texas,US,33.28132,-97.49669,09T
NULL,,Running M Ranch Airport,Glen Rose,US-TX,US,32.262923,-97.863764,09TE
09TS,,Pitcock Rosillos Mountain Ranch Airport,Marathon,Texas,US,29.48263,-103.16298,09TS
NULL,,Smokey Mountain Ranch Airport,Sheffield,US-TX,US,30.737626,-102.02332,09TX
09VA,,Alum Ridge Airport,Floyd,Virginia,US,36.97652,-80.49394,09VA
09WI,,Parkway Farm Strip,Holmen,Wisconsin,US,44.00357,-91.30764,09WI
0AA7,,Kalifonsky Meadows Airport,Kenai,Alaska,US,60.49154,-151.23525,0AA7
K0AK,PQS,Pilot Station Airport,Pilot Station,Alaska,US,61.96148,-162.94235,0AK
0AK0,,Scotts Airport,North Pole,Alaska,US,64.3925,-146.86208,0AK0
0AK1,,Anderson Lake Airport,Wasilla,Alaska,US,61.61688,-149.32154,0AK1
0AK2,,Yentna Bend Strip,Willow,Alaska,US,61.72473,-150.68343,0AK2
0AK3,,Parker Lake Airport,Montana Creek,Alaska,US,62.03482,-150.49104,0AK3
0AK5,,Young Creek Airport,May Creek,Alaska,US,61.35651,-142.73344,0AK5
0AK6,,Victory Airport,Victory Bible Camp,Alaska,US,61.80337,-147.94415,0AK6
0AK7,,Bradley Lake Hydroelectric Project Airstrip,Homer,Alaska,US,59.77607,-150.95851,0AK7
0AK9,,Falcon Lake Strip,Point Mackenzie,Alaska,US,61.33255,-150.05905,0AK9
0AL1,,Resort Airport,Foley,Alabama,US,30.44389,-87.65694,0AL1
0AL5,,Flomaton Airport,Flomaton,Alabama,US,31.03222,-87.25278,0AL5
0AL9,,Wilson Creek Airport,Florence,Alabama,US,34.85,-87.6325,0AL9
0AR2,,Mission Field-Marotti Memorial Airport,Crawfordsville,Arkansas,US,35.26675,-90.3501,0AR2
0AZ2,,Western Sky Airpark,Salome,Arizona,US,33.77806,-113.64167,0AZ2
0AZ4,,Flying Bucket Ranch Airport,Mobile,Arizona,US,32.98227,-112.28709,0AZ4
0AZ5,,Castle Well Airport,Morristown,Arizona,US,33.86587,-112.60337,0AZ5
K0B2,,Brewer Airport,Brewer,Maine,US,44.76383,-68.76786,0B2
K0B7,,Warren-Sugarbush Airport,Warren,Vermont,US,44.11739,-72.827,0B7
K0C1,,Triple R Airport,Dearborn,Missouri,US,39.48775,-94.78114,0C1
K0C2,,Hinckley Airport,Hinckley,Illinois,US,41.77086,-88.70341,0C2
K0C5,,Canadian Lakes Airport,Mecosta,Michigan,US,43.57701,-85.284,0C5
IL22,,Grandpa's Farm Mendota Airport,Mendota,Illinois,US,41.52188,-89.13269,IL22
K0C8,,Cushing Field Ltd Airport,Newark,Illinois,US,41.51947,-88.60563,0C8
NULL,,Crawford Airport,Santa Ynez,US-CA,US,34.587501525878906,-120.01300048828125,0CA3
0CA4,,Shepherd Farm Airport,Santa Ynez,California,US,34.62221,-120.06542,0CA4
0CA5,,Hoffman Airport,Santa Ysabel,California,US,33.1431,-116.7453,0CA5
0CA6,,Emory Ranch Airport,Ocotillo,California,US,32.74944,-116.01611,0CA6
0CA9,,Blech Ranch Airport,Shandon,California,US,35.59497,-120.33877,0CA9
0CD2,,Foxx Valley Airport,Yoder,Colorado,US,38.6525,-104.2345,0CD2
0CD5,,Pinon Canyon Airport,Trinidad,Colorado,US,37.49047,-104.14408,0CD5
0CD7,,Fox Hole Airport,Lafayette,Colorado,US,40.00472,-105.07194,0CD7
0CL0,,Yosemite Hidden Lake Ranch Airport,Raymond,California,US,37.118,-119.91321,0CL0
0CL1,,Krey Field,Adelanto,California,US,34.56944,-117.55556,0CL1
0CL3,,John Nichol's Field,Chula Vista,California,US,32.63337,-116.89031,0CL3
NULL,,Bohunk's Airpark,Lancaster,US-CA,US,34.694584,-118.277106,0CL6
NULL,,Tera Ultralightport,Ridgecrest,US-CA,US,35.591104,-117.631323,0CL8
0CN1,,Fiorini Ranch Airport,Delhi,California,US,37.45218,-120.76476,0CN1
0CN2,,Sutter Butte Dusters Airport,Live Oak,California,US,39.22862,-121.68827,0CN2
0CO1,,Dave's Airport,Louisville,Colorado,US,40.03332,-105.12387,0CO1
0CO2,CSE,Crested Butte Airpark,Crested Butte,Colorado,US,38.85194,-106.93282,0CO2
0CO6,,Flying M & M Ranch Airport,Norwood,Colorado,US,38.21943,-108.21313,0CO6
NULL,,Cartwheel Airport,Mead,US-CO,US,40.2083015442,-105.013000488,0CO8
0CO9,,Van Treese Airport,Monte Vista,Colorado,US,37.65833,-106.03391,0CO9
K0D7,,Ada Airport,Ada,Ohio,US,40.79061,-83.8291,0D7
MI30,,Air Park North Airport,Alba,Michigan,US,44.95804,-84.95891,MI30
K0E9,,Corydon Airport,Corydon,Iowa,US,40.75623,-93.24034,0E9
0FA1,,Ott's Landing Airport,Arcadia,Florida,US,27.30393,-81.88036,0FA1
0FD0,,The 2A Ranch Airport,Ormond Beach,Florida,US,29.26748,-81.23006,0FD0
0FD3,,Dugger Field,Freeport,Florida,US,30.49642,-86.09383,0FD3
0FD5,,Breezy Knoll Airport,Defuniak Springs,Florida,US,30.82018,-86.34439,0FD5
0FD9,,Joy Farms Airport,Defuniak Springs,Florida,US,30.65214,-86.10938,0FD9
0FL0,,Harpers Fly-In Ranch Airport,Clewiston,Florida,US,26.7,-81.2,0FL0
27FA,,Stanchester Airport,Lithia,Florida,US,27.8062,-82.14136,27FA
0FL9,,Mc Daniel Ranch Inc Airport,Clewiston,Florida,US,26.39389,-81.02306,0FL9
NULL,,North Buffalo Suburban Airport,Lockport,US-NY,US,43.103199,-78.7033,0G0
0GA0,,Halls Flying Ranch Airport,Hampton,Georgia,US,33.35623,-84.36715,0GA0
0GA1,,Mustang Field,Hartwell,Georgia,US,34.47788,-82.89709,0GA1
0GA2,,"Airnautique, Inc Airport",Hartwell,Georgia,US,34.38227,-82.94549,0GA2
0GA3,,Ayresouth Airport,Temple,Georgia,US,33.77011,-85.06078,0GA3
0GA6,,Sunset Strip,Jersey,Georgia,US,33.73345,-83.81879,0GA6
0GA8,,Paso Fino Farm Airport,Valdosta,Georgia,US,30.88714,-83.41599,0GA8
0GA9,,Gentle Landings Air Park,Roberta,Georgia,US,32.7136,-84.02854,0GA9
0GE0,,Pinewood Airport,Douglasville,Georgia,US,33.78205,-84.80077,0GE0
0GE1,,Crystal Lake Airpark,Irwinville,Georgia,US,31.66546,-83.44711,0GE1
0GE3,,Lookout Mountain Airport,Trenton,Georgia,US,34.9028,-85.46041,0GE3
0GE4,,Pecan Patch Airstrip,Sunnyside,Georgia,US,33.33139,-84.26667,0GE4
0GE5,,Mountain Airpark,Cleveland,Georgia,US,34.56176,-83.71351,0GE5
0GE7,,Carpenter Airport,Appling,Georgia,US,33.52028,-82.3725,0GE7
0GE9,,Pegasus Ranch Airport,Rocky Ford,Georgia,US,32.69389,-81.79861,0GE9
K0H7,,Kahoka Municipal Airport,Kahoka,Missouri,US,40.42172,-91.70667,0H7
K0I2,,Brazil Clay County Airport,Brazil,Indiana,US,39.47674,-87.09971,0I2
0IA4,,Sharar Field,Mediapolis,Iowa,US,41.02784,-91.06347,0IA4
0IA5,,Moore Airport,Millerton,Iowa,US,40.87223,-93.26271,0IA5
0IA8,,Hannen Airport,Center Point,Iowa,US,42.228,-91.751,0IA8
0ID0,,South Fork Ranch Airport,Featherville,Idaho,US,43.60645,-115.10725,0ID0
0ID1,,Ziggy's Airport,Filer,Idaho,US,42.64121,-114.60543,0ID1
0ID2,,Flying Joseph Ranch Airport,May,Idaho,US,44.44383,-113.77509,0ID2
0ID3,,Coyote Run Airport,Mountain Home,Idaho,US,43.07578,-115.67288,0ID3
0ID4,,Black Butte Ranch Airport,Shoshone,Idaho,US,43.04768,-114.47033,0ID4
NULL,,Ez Lope Ranch Airport,Oreana,US-ID,US,43.0531005859375,-116.46199798583984,0ID5
0ID7,,Z X Ranch Airport,Murphy,Idaho,US,43.23031,-116.76319,0ID7
0ID8,,Pinnacle Airport,Grangeville,Idaho,US,45.7752,-116.17848,0ID8
0ID9,,Corral Creek Airport,Helmer,Idaho,US,46.78528,-116.47113,0ID9
0II0,,Chuck's Airport,Albany,Indiana,US,40.26004,-85.2533,0II0
NULL,,Creighton Airport,Bremen,US-IN,US,41.457298278808594,-86.12439727783203,0II2
NULL,,Marshall Field,Chalmers,US-IN,US,40.65950012207031,-86.8572006225586,0II5
0II7,,Frost Field,Greenfield,Indiana,US,39.7956,-85.78609,0II7
0II8,,Sutton's Field,Lowell,Indiana,US,41.32476,-87.47587,0II8
0II9,,Winters Airport,Hall,Indiana,US,39.53421,-86.57722,0II9
0IL2,,Griffin Airport,Alma,Illinois,US,38.80306,-88.99778,0IL2
0IL7,,Davis Rla Airport,Hammond,Illinois,US,39.78292,-88.54671,0IL7
NULL,,Walter Airport,DeKalb,US-IL,US,41.872501,-88.723701,0IL8
0IL9,,Jack W Watson Airport,De Kalb,Illinois,US,41.85475,-88.78731,0IL9
0IN1,,Snider Field,Decker,Indiana,US,38.50005,-87.59586,0IN1
NULL,,The Lazy K Airport,Tocsin,US-IN,US,40.82780075073242,-85.08609771728516,0IN2
0IN4,,Air Park Field,Woodburn,Indiana,US,41.14205,-84.90901,0IN4
0IN5,,Byrne Field,Byrneville,Indiana,US,38.32895,-86.03358,0IN5
0IN9,,Parrish Airport,Mount Vernon,Indiana,US,37.9931,-87.95142,0IN9
0IS3,,Cady Aerial Airport,Deer Grove,Illinois,US,41.66049,-89.6942,0IS3
K0J0,,Abbeville Municipal Airport,Abbeville,Alabama,US,31.60022,-85.23831,0J0
K0J8,,Flying Ten Airport,Archer,Florida,US,29.61892,-82.50878,0J8
K0K6,,Dobie's Airport,Inola,Oklahoma,US,36.17935,-95.58028,0K6
0KS0,,J V Ranch Airport,Osage City,Kansas,US,38.63334,-95.92527,0KS0
0KS4,,Norris Airport,Lawrence,Kansas,US,38.80724,-95.37006,0KS4
0KS5,,Oasis Aerodrome,Great Bend,Kansas,US,38.45067,-98.79967,0KS5
0KS7,,Mono Aircraft Airport,Cheney,Kansas,US,37.70019,-97.88722,0KS7
0KS8,,Pearce Field,Parsons,Kansas,US,37.38157,-95.37589,0KS8
0KS9,,Lmn 120 Airport,Douglas,Kansas,US,37.51556,-96.9216,0KS9
0KY0,,Owen Air Park,Owenton,Kentucky,US,38.62278,-84.77889,0KY0
0KY1,,Arnemann Farms Airport,Franklin,Kentucky,US,36.76572,-86.61744,0KY1
NULL,,Cambron Field,Owensboro,US-KY,US,37.56439971923828,-87.08190155029297,0KY4
0KY5,,Boyce Wafer Farm Airport,Bowling Green,Kentucky,US,36.8125,-86.375,0KY5
0KY7,,Clinton-Hickman County Airport,Clinton,Kentucky,US,36.63611,-88.99861,0KY7
K0L4,,Lida Junction Airport,Goldfield,Nevada,US,37.49189,-117.18842,0L4
K1A8,,Goldfield Airport,Goldfield,Nevada,US,37.72206,-117.23637,1A8
0LA1,,Double H Ranch Airport,Gonzales,Louisiana,US,30.22936,-90.97343,0LA1
0LA3,,Belcher Airpatch Airport,Belcher,Louisiana,US,32.74932,-93.87349,0LA3
0LA9,,Rebel Field,Walker,Louisiana,US,30.5863,-90.86149,0LA9
0LL0,,Kaufield Airport,Belvidere,Illinois,US,42.26472,-88.73,0LL0
0LL1,,Jerseyville Aviation Inc Airport,Jerseyville,Illinois,US,39.09421,-90.31345,0LL1
NULL,,Murk's Strip,St. Augustine,US-IL,US,40.738899231,-90.38069915770001,0LL2
0LL3,,Koenig Airport,Jerseyville,Illinois,US,39.05505,-90.34206,0LL3
0LL4,,Flaherty Field,La Salle,Illinois,US,41.4192,-89.12314,0LL4
0LL5,,Busboom Airport,St Joseph,Illinois,US,40.11003,-88.07837,0LL5
0LL6,,Gord Airport,Sandwich,Illinois,US,41.69836,-88.60758,0LL6
0LS0,,Theriot Field,Thibodaux,Louisiana,US,29.74972,-90.73583,0LS0
0LS5,,Stafford Airport,Cankton,Louisiana,US,30.30417,-92.1325,0LS5
NULL,,Dufour Airport,Morrow,US-LA,US,30.787700653076172,-92.05039978027344,0LS6
0LS7,,Morgan Field,New Roads,Louisiana,US,30.61277,-91.48417,0LS7
NULL,,Lonesome Dove Airfield,Woodlawn,US-LA,US,30.28580093383789,-92.94129943847656,0LS8
NULL,,Huenefeld Airport,Monroe,US-LA,US,32.513603,-91.98657,0LS9
0MD1,,Taylor Field,Sudlersville,Maryland,US,39.18733,-75.79271,0MD1
0MD2,,Squier Landing Airport,Cobb Island,Maryland,US,38.28791,-76.86747,0MD2
NULL,,Pond View Private Airport,Chestertown,US-MD,US,39.26679992675781,-76.18720245361328,0MD4
0MD6,,Walters Airport,Mount Airy,Maryland,US,39.38121,-77.10581,0MD6
0ME4,,Peasley Field,Otis,Maine,US,44.74247,-68.4744,0ME4
K5M6,,Sugar Springs Airpark,Gladwin,Michigan,US,44.14037,-84.43698,5M6
NULL,,Kelleys Airport,Grayling,US-MI,US,44.633399963378906,-84.4833984375,0MI3
0MI4,,Lesterson-Dempsey Airstrip,Gwinn,Michigan,US,46.27022,-87.38653,0MI4
NULL,,Young's Airport,Hulbert,US-MI,US,46.38750076293945,-85.18399810791016,0MI6
MI55,,Twin Lakes Airport,Lewiston,Michigan,US,44.89362,-84.29888,MI55
NULL,,Matson Field,Spring Valley,US-MN,US,43.662200927734375,-92.404296875,0MN6
0MO0,,Ferros Ranch-Aero Airport,Clinton,Missouri,US,38.4103,-93.85022,0MO0
0MO1,,Flying G Airport,Creighton,Missouri,US,38.54446,-94.09466,0MO1
NULL,,Short-N-Ruff Airport,Caledonia,US-MO,US,37.78670120239258,-90.78009796142578,0MO2
NULL,,Joe D Lewis Airport,Edina,US-MO,US,40.133399963378906,-92.1001968383789,0MO5
0MO8,,Sloan's Airport,Elsberry,Missouri,US,39.1406,-90.73679,0MO8
0MS0,,Topton Air Estates Airport,Meridian,Mississippi,US,32.47519,-88.61694,0MS0
0MS2,,Morgan Field,Seminary,Mississippi,US,31.54183,-89.39173,0MS2
0MS8,,Catfish Point Airport,Benoit,Mississippi,US,33.69928,-91.16511,0MS8
0MS9,,Shenandoah Valley Farms Airport,Houston,Mississippi,US,33.80067,-89.02728,0MS9
NULL,,Williams Field,Augusta,US-MT,US,47.497501373291016,-112.39099884033203,0MT1
0MT4,,Kimp Airport,Hamilton,Montana,US,46.27861,-114.14111,0MT4
0MT5,,Cottonwood Airport,Laurel,Montana,US,45.63417,-108.84889,0MT5
0MT6,,Hanson Airport,Marion,Montana,US,48.03769,-114.67462,0MT6
0MT7,,Pinehurst Ranch Airport,Thompson Falls,Montana,US,47.66078,-115.40406,0MT7
0MT9,,Lone Hawk Airport,Whitefish,Montana,US,48.48333,-114.4925,0MT9
NULL,,Eagle Field,Ellington,US-MO,US,37.23469924926758,-91.09359741210938,0MU0
0MU1,,Sunderland Airport,Avilla,Missouri,US,37.24667,-94.17389,0MU1
NULL,,Slaughter Airport,Marceline,US-MO,US,39.6161003112793,-92.86689758300781,0MU4
0MU7,,Lambs Field,Lone Jack,Missouri,US,38.87501,-94.13967,0MU7
NULL,,Prince STOLport,Millersville,US-MO,US,37.43870162963867,-89.75900268554688,0MU8
0MU9,,Rpm Airport,Fair Grove,Missouri,US,37.33779,-93.16408,0MU9
K0N0,,Roosterville Airport,Liberty,Missouri,US,39.28983,-94.44244,0N0
K0N4,,Chandelle Airport,Dover,Delaware,US,39.20231,-75.48542,0N4
K0N6,,Albanna Aviation Airport,Felton,Delaware,US,39.01289,-75.53397,0N6
0NA1,,Goerger Airport,Barney,North Dakota,US,46.24551,-97.03759,0NA1
NULL,,Sorlie Airport,Maddock,US-ND,US,48.0010986328125,-99.56289672851562,0NA5
0NA9,,Boyd's Turf Airport,Golva,North Dakota,US,46.75001,-103.80103,0NA9
0NC7,,Lindsay Airport,Madison,North Carolina,US,36.35722,-79.9975,0NC7
0NC8,,Flying S Ranch Airport,Cleveland,North Carolina,US,35.7557,-80.73535,0NC8
0ND0,,Gilbertson Field,Flora,North Dakota,US,47.92917,-99.40041,0ND0
0ND6,,Schumacher Strip,Hague,North Dakota,US,46.05499,-99.91706,0ND6
NULL,,Saville Private Airport,Hazelton,US-ND,US,46.465301513671875,-100.1050033569336,0ND7
0NE0,,Merrihew Airport,Ashby,Nebraska,US,41.84998,-101.95046,0NE0
0NE1,,Runner Landing Area Airport,Ashby,Nebraska,US,42.40721,-101.93156,0NE1
NULL,,Newman Airport,Big Springs,US-NE,US,41.02109909057617,-102.01799774169922,0NE5
NULL,,Frager Field,Fairfield,US-NE,US,40.43330001831055,-98.07060241699219,0NE6
NULL,,Fla-Net Airport,Netcong,US-NJ,US,40.88589859008789,-74.70570373535156,0NJ5
0NJ6,,Dix Field,Linwood,New Jersey,US,39.31678,-74.63294,0NJ6
0NK0,,Berdick Field,Cattaraugus,New York,US,42.33395,-78.79087,0NK0
NULL,,Spring Brook Airport,Central Square,US-NY,US,43.361698150634766,-76.22019958496094,0NK1
0NK2,,Westwind Farm Airport,Charlton,New York,US,42.98341,-74.01624,0NK2
0NK3,,Seven Gullies Airport,Groveland,New York,US,42.6959,-77.79222,0NK3
NULL,,Lapeer Flyer Airport,Marathon,US-NY,US,42.43840026855469,-76.08879852294922,0NK6
0NM0,CUS,Columbus Municipal Airport,Columbus,New Mexico,US,31.82371,-107.62697,0NM0
0NM7,,Negrito Airstrip,Reserve,New Mexico,US,33.52089,-108.54284,0NM7
0NY0,,Bennetts Airport,North Creek,New York,US,43.70006,-73.98291,0NY0
0NY1,,Russell Field,Northumberland,New York,US,43.13924,-73.65317,0NY1
0NY3,,Kermizian Airport,Ohio,New York,US,43.31396,-74.9321,0NY3
0NY7,,Murphys Lndg Strip,Perth,New York,US,43.03757,-74.1843,0NY7
0NY8,,Wenskoski Field,Perth,New York,US,42.9973,-74.24541,0NY8
K0O4,,Corning Municipal Airport,Corning,California,US,39.94611,-122.17112,0O4
K0O9,,Ward Field,Gasquet,California,US,41.84558,-123.98478,0O9
NULL,,Fry Field,Spring Valley,US-OH,US,39.60060119628906,-84.01969909667969,0OH6
NULL,,Apple Airport,Piqua,US-OH,US,40.152721,-84.173355,0OH7
0OH8,,Fry Airport,Piqua,Ohio,US,40.18838,-84.25606,0OH8
NULL,,Unger Field,Greenfield,US-OH,US,39.359798431396484,-83.4177017211914,0OI2
NULL,,Galloway Airport,Sandusky,US-OH,US,41.38209915161133,-82.71610260009766,0OI3
0OI6,,Victor's Landing Airport,Kingsville,Ohio,US,41.83811,-80.64369,0OI6
0OI9,,Hidden Quarry Airport,Lucasville,Ohio,US,38.89452,-83.11351,0OI9
0OK1,,Mckey Airport,Elmore City,Oklahoma,US,34.65702,-97.40169,0OK1
0OK3,,Mckinley Ranch Airport,Geary,Oklahoma,US,35.61949,-98.52257,0OK3
0OK4,,Rock Creek Farm Airport,Coal Gate,Oklahoma,US,34.66065,-96.25361,0OK4
0OK5,,Chappell Airport,Guthrie,Oklahoma,US,35.88894,-97.40032,0OK5
0OK6,,Ellis/Harvey Airport,Guthrie,Oklahoma,US,35.80172,-97.38615,0OK6
NULL,,Crystal Airport,Jennings,US-OK,US,36.213401794433594,-96.63700103759766,0OK9
0OR3,,Long Ranch Airport,Merrill,Oregon,US,42.01904,-121.70389,0OR3
0OR6,,Rome Service Airport,Rome,Oregon,US,42.83405,-117.62904,0OR6
0OR7,,Marr Field,Monmouth,Oregon,US,44.85401,-123.26371,0OR7
0OR8,,Sutton On Rogue Airport,White City,Oregon,US,42.48485,-122.86615,0OR8
NULL,,Hanel Field,Mount Hood,US-OR,US,45.59260177612305,-121.54900360107422,0OR9
K0P1,,Van Pak Airport,Prairie View,Kansas,US,39.83169,-99.56844,0P1
K0P2,,Shoestring Aviation Airfield,Stewartstown,Pennsylvania,US,39.79625,-76.64639,0P2
NULL,,Philadelphia Gliderport,Hilltown,US-PA,US,40.331227,-75.248125,3PA2
0PA2,,Haunstein Airport,Shermans Dale,Pennsylvania,US,40.31675,-77.1247,0PA2
0PA3,,Robbins Farm Airport,Troy,Pennsylvania,US,41.74728,-76.7604,0PA3
NULL,,Ecko Field,Hummelstown,US-PA,US,40.23759841918945,-76.72470092773438,0PA4
0PA5,,Fisher Airport,Franklin,Pennsylvania,US,41.4945,-79.83089,0PA5
0PA6,,Hostetler Airport,Huntingdon,Pennsylvania,US,40.6309,-77.85028,0PA6
0PN0,,Fletcher Airport,Sheakeyville,Pennsylvania,US,41.44361,-80.15389,0PN0
NULL,,Flying Acres Airport,Slippery Rock,US-PA,US,41.07310104370117,-80.07029724121094,0PN2
0PN4,,Kitner Airport,New Bloomfield,Pennsylvania,US,40.41286,-77.24137,0PN4
0PN5,,Nichols Airport,Spartansburg,Pennsylvania,US,41.77922,-79.59838,0PN5
0PN6,,Memmi Airport,Three Springs,Pennsylvania,US,40.16897,-77.9925,0PN6
0PN7,,Drillmore Acres Airport,Newburg,Pennsylvania,US,40.12833,-77.63139,0PN7
0PN8,,Shriver Airport,Titusville,Pennsylvania,US,41.61673,-79.68311,0PN8
0PS0,,Frederick Airpark,Tylersburg,Pennsylvania,US,41.3709,-79.34171,0PS0
0PS3,,Carsonville Airport,Carsonville,Pennsylvania,US,40.49036,-76.76664,0PS3
0PS4,,Old Orchard Airport,Curwensville,Pennsylvania,US,41.00839,-78.56086,0PS4
0PS7,,Harman Airport,Elizabethville,Pennsylvania,US,40.52231,-76.84553,0PS7
K0Q3,,Sonoma Valley Airport,Schellville/Sonoma,California,US,38.22394,-122.44971,0Q3
K0Q4,,Selma Airport,Selma,California,US,36.581,-119.65698,0Q4
K0Q9,,Sonoma Skypark Airport,Sonoma,California,US,38.3,-122.4,0Q9
K0R2,,Lincoln Municipal Airport,Lincoln,Missouri,US,38.40233,-93.33225,0R2
K0R7,,The Red River Airport,Coushatta,Louisiana,US,31.99028,-93.30761,0R7
NULL,,Plainville Airpark,Plainville,US-KS,US,39.1945,-99.303398,0R9
K0S1,,Meadow Creek Usfs Airport,Meadow Creek,Montana,US,47.84937,-113.41742,0S1
K0S5,,Nezperce Municipal Airport,Nezperce,Idaho,US,46.23853,-116.23856,0S5
0SD0,,Lenling Airport,Glencross,South Dakota,US,45.42499,-100.89209,0SD0
0SD1,,Lodi Airport,Wakonda,South Dakota,US,42.97222,-96.98017,0SD1
0SD3,,Bledsoe Ranch Airport,Hoover,South Dakota,US,45.26943,-103.21712,0SD3
NULL,,Oasis Ranch Airport,Philip,US-SD,US,44.28889846801758,-101.82599639892578,0SD6
0SD7,,Porch Ranch Airport,Wanblee,South Dakota,US,43.52444,-101.73376,0SD7
NULL,,Juhnke Airport,Vivian,US-SD,US,43.782798767089844,-100.29299926757812,0SD8
0TA2,,Smith Farms Airport,Halfway,Texas,US,34.21674,-101.92546,0TA2
0TA4,,Erco Field,Kaufman,Texas,US,32.49792,-96.27053,0TA4
NULL,,Alta Vista Ranch Airport,Marfa,US-TX,US,30.153167,-103.89978,0TA7
0TE0,,Robertson Ranch Airport,Comstock,Texas,US,29.69299,-101.16177,0TE0
0TE4,,Hilltop Lakes Airport,Hilltop Lakes,Texas,US,31.08081,-96.21498,0TE4
0TE5,,Santa Maria Ranch Airport,Laredo,Texas,US,27.43379,-99.18594,0TE5
NULL,,Gorman Airport,Gorman,US-TX,US,32.20429992675781,-98.66560363769531,0TE6
0TE7,JCY,Lbj Ranch Airport,Johnson City,Texas,US,30.25181,-98.62253,0TE7
0TN0,,R & S Buzzard Airport,Spring Hill,Tennessee,US,35.67667,-86.89667,0TN0
0TN2,,Village Airport,Greenback,Tennessee,US,35.65591,-84.18547,0TN2
0TN5,,Mc Donald Airport,Murfreesboro,Tennessee,US,35.86736,-86.49778,0TN5
0TN6,,Riner Farm Airport,Norris,Tennessee,US,36.18341,-84.09909,0TN6
0TS1,,Dooley Airport,Justin,Texas,US,33.09873,-97.27252,0TS1
0TS4,,Ullrich Airport,Ledbetter,Texas,US,30.09189,-96.79498,0TS4
0TS5,,Bass Breeze Ranch Airport,Cleveland,Texas,US,30.44187,-95.18633,0TS5
0TS7,,Flying U Airport,Mineral Wells,Texas,US,32.83346,-98.12532,0TS7
NULL,,Flying 'K' Ranch Ultralightport,Mercedes,US-TX,US,26.150400161743164,-97.88359832763672,0TS8
0TX0,,Nassau Bay Airport,Granbury,Texas,US,32.41958,-97.71281,0TX0
0TX1,,Pecan Plantation Airport,Granbury,Texas,US,32.35369,-97.67615,0TX1
0TX6,,Elm Creek Airpark,Seguin,Texas,US,29.50504,-97.99715,0TX6
NULL,,Card Aerodrome,Greenville,US-TX,US,33.250099182128906,-96.11689758300781,0TX9
K0U0,,Landmark Usfs Airport,Landmark,Idaho,US,44.64211,-115.53339,0U0
K0U1,,Warm Springs Creek Airport,Lowman,Idaho,US,44.14222,-115.31406,0U1
K0U2,,Copper Basin Airport,Mackay,Idaho,US,43.80197,-113.83153,0U2
