"id","aircraftModel","category","price","quoteDate","leg_Passenger_number_PAX","leg_Departure_Date","leg_Arrival_Date","leg_Departure_Airport","leg_Arrival_Airport"
"18464","Mid Size Jet","Midsize jet","12104","2024-07-31 00:00:00.000","5","2024-07-31","2024-07-31","KJFK","KMYR"
"18484","Nextant 400XTi","Light jet","12270","2024-07-31 00:00:00.000","2","2024-07-31","2024-07-31","KRST","KPWK"
"18578","Embraer Phenom 300","Super light jet","12106","2024-07-31 00:00:00.000","2","2024-07-31","2024-07-31","EGTO","PWK"
"18630","Light Jet","Light jet","9344","2024-07-31 00:00:00.000","2","2024-07-31","2024-07-31","KRST","KPWK"
"18636","Embraer Phenom 300E","Super light jet","11400","2024-07-31 00:00:00.000","5","2024-07-31","2024-07-31","KJFK","KMYR"
"18641","Cessna Citation X","Super midsize jet","19750","2024-07-31 00:00:00.000","4","2024-07-31","2024-07-31","KPIE","KTEB"
"18645","Learjet 60","Midsize jet","18395","2024-07-30 00:00:00.000","2","2024-07-31","2024-07-31","KPIE","KTEB"
"18647","Beechcraft Hawker 800XP","Midsize jet","19000","2024-07-31 00:00:00.000","4","2024-07-31","2024-07-31","KPIE","KTEB"
"18649","PHENOM 300","Super light jet","17530","2024-07-30 00:00:00.000","4","2024-07-31","2024-07-31","PETE","KTEB"
"18650","Beechcraft Hawker 850XP","Midsize jet","18995","2024-07-31 00:00:00.000","4","2024-07-31","2024-07-31","KPIE","KTEB"
"18672","Beechcraft Premier I","Light jet","21334","2024-07-31 00:00:00.000","2","2024-07-31","2024-07-31","KHOU","KLAS"
"18674","Cessna Citation Bravo","Light jet","19000","2024-07-31 00:00:00.000","4","2024-07-31","2024-07-31","KDFW","KGSO"
"18676","Bombardier Lear 60","Light jet","16000","2024-07-31 00:00:00.000","2","2024-07-31","2024-07-31","KHOU","KLAS"
"18678","Learjet 31A","Light jet","15000","2024-07-30 00:00:00.000","4","2024-07-31","2024-07-31","KDFW","KGSO"
"18680","Cessna Citation Bravo","Light jet","16968","2024-07-31 00:00:00.000","4","2024-07-31","2024-07-31","KDFW","KGSO"
"18684","Cessna Citation XLS","Midsize jet","15970","2024-07-31 00:00:00.000","4","2024-07-31","2024-07-31","KPIE","KTEB"
"18688","Bombardier Global 5000","Ultra long range","24316","2024-07-31 00:00:00.000","2","2024-07-31","2024-07-31","PHOG","PHNL"
"18692","Legacy 500","Super midsize jet","25350","2024-07-30 00:00:00.000","3","2024-07-31","2024-07-31","OLBA","LTFM"
"18704","Legacy 500","Super midsize jet","16400","2024-07-30 00:00:00.000","3","2024-07-31","2024-07-31","OLBA","LCLK"
"18705","Embraer Legacy 500","Super midsize jet","45028","2024-07-31 00:00:00.000","4","2024-07-31","2024-07-31","KPIE","KTEB"
"18708","Caravan 208B EX Amphibian","Turbo prop","7775","2024-07-31 00:00:00.000","2","2024-07-31","2024-07-31","KACK","KBOS"
"18712","Pilatus PC-12 NG","Turbo prop","7500","2024-07-31 00:00:00.000","2","2024-07-31","2024-07-31","EDTN","EDTB"
"18721","Pilatus PC 12/45","Turbo prop","9800","2024-07-30 00:00:00.000","2","2024-07-31","2024-07-31","KACK","KBOS"
"18733","Bombardier Lear 60","Light jet","15600","2024-07-31 00:00:00.000","2","2024-07-31","2024-07-31","KHOU","KLAS"
"18735","Nextant 400XTi","Light jet","15840","2024-07-31 00:00:00.000","2","2024-07-31","2024-07-31","KHOU","KLAS"
"18738","Hawker 400XP","Light jet","17200","2024-07-31 00:00:00.000","4","2024-07-31","2024-07-31","KDFW","KGSO"
"18885","Cirrus SR22","Piston","5913","2024-07-31 00:00:00.000","2","2024-07-31","2024-07-31","KFAT","KPHX"
"18887","Pilatus PC-12 NG","Turbo prop","8998","2024-07-31 00:00:00.000","2","2024-07-31","2024-07-31","KFAT","KPHX"
"17998","Embraer Phenom 100E","Entry level jet (VLJ)","6500","2024-07-31 00:00:00.000","2","2024-07-31","2024-07-31","KVNY","KLAS"
"18013","Cessna Citation CJ1","Entry level jet (VLJ)","8971","2024-07-31 00:00:00.000","2","2024-07-31","2024-07-31","KVNY","KLAS"
"18059","King Air B200","Turbo prop","4600","2024-07-28 00:00:00.000",,"2024-07-31","2024-07-31","KACK","KTEB"
"18060","Falcon 2000EX EASY","Heavy jet","52424.8","2024-07-28 00:00:00.000","4","2024-07-31","2024-07-31","KFMY","KSUN"
"18061","Cirrus Vision Jet SF50","Entry level jet (VLJ)","6530","2024-07-31 00:00:00.000","2","2024-07-31","2024-07-31","KACK","KTEB"
"18077","Cessna Citation Excel","Midsize jet","20976","2024-07-31 00:00:00.000","2","2024-07-31","2024-07-31","KCLE","KFLL"
"18105","Cessna Citation Ultra","Light jet","14995","2024-07-31 00:00:00.000","4","2024-07-31","2024-07-31","KTEB","CYYZ"
"18107","Cessna Citation CJ3","Light jet","13970","2024-07-31 00:00:00.000",,"2024-07-31",NULL,"KTEB","CYYZ"
"18109","Beechcraft Hawker 400XP","Light jet","13900","2024-07-31 00:00:00.000","4","2024-07-31","2024-07-31","KTEB","CYYZ"
"18111","Light Jet","Light jet","14100","2024-07-31 00:00:00.000","4","2024-07-31","2024-07-31","KTEB","CYYZ"
"18113","Cessna Citation Excel","Midsize jet","17008","2024-07-31 00:00:00.000","4","2024-07-31","2024-07-31","KTEB","CYYZ"
"18115","Mid Size Jet","Midsize jet","12100","2024-07-31 00:00:00.000","4","2024-07-31","2024-07-31","KTEB","CYYZ"
"18117","Cessna Citation Bravo","Light jet","16496","2024-07-31 00:00:00.000","4","2024-07-31","2024-07-31","KTEB","CYYZ"
"18119","Learjet 31A","Light jet","15447","2024-07-31 00:00:00.000","4","2024-07-31","2024-07-31","KTEB","CYYZ"
"18121","Cessna Citation CJ3","Light jet","13687","2024-07-31 00:00:00.000","4","2024-07-31","2024-07-31","KTEB","CYYZ"
"18130","Mid Size Jet","Midsize jet","24750","2024-07-31 00:00:00.000","5","2024-07-31","2024-07-31","KFXE","KLAS"
"18134","Nextant 400XTi","Light jet","7900","2024-07-31 00:00:00.000","4","2024-07-31","2024-07-31","KTEB","CYYZ"
"18292","King Air C90","Turbo prop","9200","2024-07-01 00:00:00.000","2","2024-07-31","2024-07-31","MWCR","KOPF"
"1253","Citation Bravo","Light jet","13873","2024-07-30 00:00:00.000","5","2024-07-31","2024-08-01","KJFK","KMYR"
"1254","Learjet 70","Super light jet","14500","2024-07-30 00:00:00.000","5","2024-07-31","2024-08-01","KJFK","KMYR"
"1255","Citation Bravo","Light jet","13500","2024-07-30 00:00:00.000","5","2024-07-31","2024-07-31","KJFK","KMYR"
"1256","Beechjet 400A","Light jet","14190","2024-07-30 00:00:00.000","5","2024-07-31","2024-08-01","KJFK","KMYR"
"1259","Nextant 400XTi","Light jet","11640","2024-07-30 00:00:00.000","5","2024-07-31","2024-07-31","KJFK","KMYR"
"1271","Hawker 800XP","Midsize jet","18000","2024-07-30 00:00:00.000","2","2024-07-31","2024-07-31","KRST","KPWK"
"1274","Citation Ultra","Light jet","10380","2024-07-30 00:00:00.000","2","2024-07-31","2024-08-01","KRST","KPWK"
"1277","Vision Jet","Entry level jet (VLJ)","8525","2024-07-30 00:00:00.000","2","2024-07-31","2024-08-01","KRST","KPWK"
"1284","Gulfstream GIVSP","Heavy jet","25000","2024-07-30 00:00:00.000","4","2024-07-31","2024-07-31","KBVY","KSSI"
"1308","Legacy 600","Heavy jet","24900","2024-07-30 00:00:00.000","4","2024-07-31","2024-07-31","KBVY","KSSI"
"1309","Citation XLS","Midsize jet","10800","2024-07-30 00:00:00.000","2","2024-07-31","2024-07-31","KRST","KPWK"
"1313","Citation CJ3+","Light jet","8761","2024-07-30 00:00:00.000","2","2024-07-31","2024-07-31","KRST","KPWK"
"1333","Learjet 60","Midsize jet","16000","2024-07-30 00:00:00.000","4","2024-07-31","2024-07-31","KPIE","KTEB"
"1349","Premier IA","Light jet","12250","2024-07-30 00:00:00.000","2","2024-07-31","2024-07-31","KACK","KBOS"
"1350","Citation V","Light jet","15900","2024-07-30 00:00:00.000","4","2024-07-31","2024-07-31","KDFW","KGSO"
"1351","Citation Bravo","Light jet","19000","2024-07-30 00:00:00.000","4","2024-07-31","2024-07-31","KDFW","KGSO"
"1352","Beechjet 400","Light jet","16950","2024-07-30 00:00:00.000","4","2024-07-31","2024-07-31","KDFW","KGSO"
"1353","Citation Bravo","Light jet","16968","2024-07-30 00:00:00.000","4","2024-07-31","2024-07-31","KDFW","KGSO"
"1354","Global 5000","Ultra long range","24316","2024-07-30 00:00:00.000","2","2024-07-31","2024-07-31","PHOG","PHNL"
"1355","Hawker 850XP","Midsize jet","11896","2024-07-30 00:00:00.000","2","2024-07-31","2024-08-01","KRST","KPWK"
"1357","Learjet 31A","Light jet","13450","2024-07-30 00:00:00.000","5","2024-07-31","2024-08-01","KJFK","KMYR"
"1358","Nextant 400XTi","Light jet","22260","2024-07-30 00:00:00.000","3","2024-07-31","2024-07-31","OLBA","LTFM"
"1360","Learjet 60","Midsize jet","26500","2024-07-30 00:00:00.000","3","2024-07-31","2024-07-31","OLBA","LTFM"
"1361","Citation III","Midsize jet","24910","2024-07-30 00:00:00.000","3","2024-07-31","2024-07-31","OLBA","LTFM"
"1362","Citation II","Light jet","39008","2024-07-30 00:00:00.000","3","2024-07-31",NULL,"OLBA","LTFM"
"1370","Learjet 35A","Light jet","25122","2024-07-30 00:00:00.000","3","2024-07-31","2024-07-31","OLBA","LCLK"
"1371","Cessna 208B Grand Caravan","Turbo prop","7775","2024-07-30 00:00:00.000","2","2024-07-31","2024-07-31","KACK","KBOS"
"1372","Cessna 208B Grand Caravan","Turbo prop","6250","2024-07-30 00:00:00.000","2","2024-07-31","2024-07-31","KACK","KBOS"
"1376","Pilatus PC12/47E (NG)","Turbo prop","7500","2024-07-30 00:00:00.000","2","2024-07-31","2024-07-31","KACK","KBOS"
"1378","Pilatus PC12 NGX","Turbo prop","4244","2024-07-30 00:00:00.000","2","2024-07-31","2024-07-31","KACK","KBOS"
"1380","King Air 200","Turbo prop","10200","2024-07-30 00:00:00.000","2","2024-07-31","2024-07-31","KACK","KBOS"
"1390","Beechjet 400A","Light jet","26500","2024-07-31 00:00:00.000","3","2024-07-31",NULL,"OLBA","LTFM"
"1445","Cirrus SR 22","Piston","6404","2024-07-31 00:00:00.000","2","2024-07-31","2024-08-01","KFAT","KPHX"
"1446","Eclipse 500","Entry level jet (VLJ)","9035","2024-07-31 00:00:00.000","2","2024-07-31","2024-08-01","KFAT","KPHX"
"1447","Cirrus SR 22","Piston","5913","2024-07-31 00:00:00.000","2","2024-07-31","2024-08-01","KFAT","KPHX"
"1448","Pilatus PC12/47E (NG)","Turbo prop","8998","2024-07-31 00:00:00.000","2","2024-07-31","2024-07-31","KFAT","KPHX"
"1450","TBM 700","Turbo prop","8300","2024-07-31 00:00:00.000","2","2024-07-31","2024-07-31","KFAT","KPHX"
"41","Global Express","Ultra long range","110000","2024-07-17 00:00:00.000","10","2024-07-31","2024-07-31","WMKK","OMAA"
"42","Global 5000","Ultra long range","121900","2024-07-17 00:00:00.000","10","2024-07-31","2024-07-31","WMKK","OMAA"
"43","Global 6000","Ultra long range","103430","2024-07-17 00:00:00.000","10","2024-07-31","2024-07-31","WMSA","OMAA"
"45","Gulfstream G550, HSSKS","Ultra long range","150000","2024-07-17 00:00:00.000","10","2024-07-31","2024-07-31","WMKK","OMAA"
"46","Gulfstream G550","Ultra long range","130380","2024-07-17 00:00:00.000","10","2024-07-31","2024-07-31","WMKK","OMAA"
"47","Falcon 8X","Ultra long range","212000","2024-07-17 00:00:00.000","10","2024-07-31","2024-07-31","WMKK","OMAA"
"981","Phenom 100","Entry level jet (VLJ)","6500","2024-07-26 00:00:00.000","2","2024-07-31","2024-07-31","KVNY","KLAS"
"984","Citation CJ1","Entry level jet (VLJ)","8971","2024-07-26 00:00:00.000","2","2024-07-31","2024-07-31","KVNY","KLAS"
"995","Learjet 40XR","Super light jet","9500","2024-07-26 00:00:00.000","2","2024-07-31","2024-07-31","KVNY","KLAS"
"1030","Vision Jet","Entry level jet (VLJ)","6530","2024-07-28 00:00:00.000","2","2024-07-31","2024-07-31","KACK","KTEB"
"1038","Citation Excel","Midsize jet","20976","2024-07-28 00:00:00.000","2","2024-07-31","2024-07-31","KCLE","KFLL"
"1047","Citation Excel","Midsize jet","19824","2024-07-29 00:00:00.000","2","2024-07-31","2024-07-31","KCLE","KFLL"
"1058","Cirrus SR 22","Piston","10900","2024-07-29 00:00:00.000","2","2024-07-31","2024-07-31","KCLE","KFLL"
"1062","Citation CJ3","Light jet","13970","2024-07-29 00:00:00.000","4","2024-07-31","2024-07-31","KTEB","CYYZ"
"1063","Beechjet 400A","Light jet","13900","2024-07-29 00:00:00.000","4","2024-07-31","2024-07-31","KTEB","CYYZ"
"1068","Citation Excel","Midsize jet","14500","2024-07-29 00:00:00.000","4","2024-07-31","2024-07-31","KTEB","CYYZ"
"1069","Learjet 60","Midsize jet","18200","2024-07-29 00:00:00.000","4","2024-07-31","2024-07-31","KTEB","CYYZ"
"1071","Citation Ultra","Light jet","11762.25","2024-07-29 00:00:00.000","4","2024-07-31","2024-07-31","KTEB","CYYZ"
"1072","Learjet 60XR","Midsize jet","14500","2024-07-29 00:00:00.000","4","2024-07-31","2024-07-31","KTEB","CYYZ"
"1073","Citation Bravo","Light jet","16496","2024-07-29 00:00:00.000","4","2024-07-31","2024-07-31","KTEB","CYYZ"
"1074","Learjet 31A","Light jet","15447","2024-07-29 00:00:00.000","4","2024-07-31","2024-07-31","KTEB","CYYZ"
"1075","Citation CJ3","Light jet","13687","2024-07-29 00:00:00.000","4","2024-07-31","2024-07-31","KTEB","CYYZ"
"1078","Beechjet 400A","Light jet","19653","2024-07-29 00:00:00.000","4","2024-07-31","2024-07-31","KTEB","CYYZ"
"1079","Falcon 50 EX","Super midsize jet","32390","2024-07-29 00:00:00.000","5","2024-07-31","2024-07-31","KFXE","KLAS"
"1080","Nextant 400XTi","Light jet","7900","2024-07-29 00:00:00.000","4","2024-07-31","2024-07-31","KTEB","CYYZ"
"1155","Nextant 400XTi","Light jet","13165","2024-07-29 00:00:00.000","3","2024-07-31","2024-07-31","CYSN","KDTS"
"1156","King Air B200","Turbo prop","4600","2024-07-29 00:00:00.000","2","2024-07-31","2024-07-31","KACK","KTEB"
"14068","Light Jet","Light jet","14100","2024-07-29 00:00:00.000","4","2024-07-31","2024-07-31","KTEB","CYYZ"
"14105","Beechcraft Beechjet 400","Light jet","18950","2024-07-30 00:00:00.000",,"2024-07-31",NULL,"KHOU","KLAS"
"14110","Beechcraft Beechjet 400","Light jet","17950","2024-07-30 00:00:00.000",NULL,"2024-07-31",NULL,"KHOU","KLAS"
"14270","King Air C90","Turbo prop","9000","2024-07-07 00:00:00.000","2","2024-07-31","2024-07-31","MWCR","KOPF"
"13847","Learjet 60","Midsize jet","20200","2024-07-16 00:00:00.000","3","2024-08-01","2024-08-01","KMSN","KBCT"
"14070","King Air C90","Turbo prop","10000","2024-07-29 00:00:00.000","2","2024-08-01",NULL,"KCHS","MYAM"
"14071","Hawker 800XP","Midsize jet","25000","2024-07-29 00:00:00.000",NULL,"2024-08-01",NULL,"KIAD","KASE"
"14083","Hawker 800XP","Midsize jet","25000","2024-08-01 00:00:00.000","9","2024-08-01",NULL,"KIAD","KASE"
"14084","Super Mid Size Jet","Super midsize jet","12000","2024-08-01 00:00:00.000","3","2024-08-01","2024-08-01","KCLT","KFHB"
"14092","Challenger 850","Heavy jet","14200","2024-08-01 00:00:00.000","9","2024-08-01",,"KLAS","KVNY"
"14118","Beechjet 400A","Light jet","13965","2024-07-30 00:00:00.000","2","2024-08-01","2024-08-01","KBLM","KOPF"
"14128","Challenger 850","Heavy jet","14200","2024-07-31 00:00:00.000","9","2024-08-01","2024-08-01","KLAS","KVNY"
"14130","Learjet 31A","Light jet","10600","2024-08-01 00:00:00.000","2","2024-08-01","2024-08-01","KCHA","KTPA"
"14202","Beech Baron 58","Turbo prop","2681","2024-08-01 00:00:00.000",NULL,"2024-08-01",NULL,"KMVY","KMTP"
"18045","Gulfstream G-V","Ultra long range","47610","2024-08-01 00:00:00.000","1","2024-08-01","2024-08-01","KORL","KVNY"
"18087","Pilatus PC-12 NG","Turbo prop","9300","2024-08-01 00:00:00.000","1","2024-08-01","2024-08-01","KBHB","KWST"
"18089","Mid Size Jet","Midsize jet","10389","2024-08-01 00:00:00.000","1","2024-08-01","2024-08-01","KBHB","KWST"
"18091","Light Jet","Light jet","9077","2024-08-01 00:00:00.000","1","2024-08-01","2024-08-01","KBHB","KWST"
"18095","Beechcraft King Air 350","Turbo prop","6999","2024-08-01 00:00:00.000","1","2024-08-01","2024-08-01","KBHB","KWST"
"18136","Pilatus PC-12/47E (NG)","Turbo prop","7876.5","2024-07-29 00:00:00.000","1","2024-08-01","2024-08-01","KBHB","KWST"
"18146","Cessna Citation X","Super midsize jet","31500","2024-08-01 00:00:00.000","8","2024-08-01","2024-08-01","KIAD","KASE"
"18177","Cessna Citation X","Super midsize jet","42289","2024-08-01 00:00:00.000","5","2024-08-01","2024-08-01","KIAD","KASE"
"18181","Cessna Citation X","Super midsize jet","35750","2024-08-01 00:00:00.000","8","2024-08-01","2024-08-01","KIAD","KASE"
"18183","Beechcraft Hawker 800XP","Midsize jet","32500","2024-08-01 00:00:00.000","8","2024-08-01","2024-08-01","KIAD","KASE"
"18185","Embraer Legacy 500","Super midsize jet","71796","2024-08-01 00:00:00.000","9","2024-08-01","2024-08-01","KIAD","KASE"
"18189","Cessna Citation X","Super midsize jet","25950","2024-08-01 00:00:00.000","8","2024-08-01","2024-08-01","KIAD","KASE"
"18215","HS25","Unknown","25000","2024-07-29 00:00:00.000","0","2024-08-01","2024-08-01","KTEB","KASE"
"18217","Gulfstream G-550","Ultra long range","43535","2024-07-29 00:00:00.000","4","2024-08-01","2024-08-01","VGHS","VNKT"
"18280","Beechcraft King Air B200","Turbo prop","9867","2024-08-01 00:00:00.000","1","2024-08-01","2024-08-01","KAUS","00R"
"18282","Cessna Citation CJ3","Light jet","18750","2024-08-01 00:00:00.000","1","2024-08-01","2024-08-01","KAUS","00R"
"18289","Piaggio Avanti II","Light jet","8000","2024-08-01 00:00:00.000","7","2024-08-01","2024-08-01","KCLT","KLWB"
"18293","Learjet 60","Midsize jet","21827.75","2024-08-01 00:00:00.000",,"2024-08-01","2024-08-01","CYSN","KDTS"
"18546","Cessna Citation Bravo","Light jet","17995","2024-08-01 00:00:00.000","2","2024-08-01","2024-08-01","KBLM","KOPF"
"18547","Light Jet","Light jet","16090","2024-08-01 00:00:00.000","2","2024-08-01",NULL,"KBLM","KOPF"
"18549","Cessna Citation V","Light jet","15375","2024-08-01 00:00:00.000","2","2024-08-01","2024-08-01","KBLM","KOPF"
"18552","Beechjet 400A","Light jet","13965","2024-07-30 00:00:00.000","2","2024-08-01","2024-08-01","KBLM","KOPF"
"18554","Cessna Citation CJ2+","Light jet","18240","2024-08-01 00:00:00.000","2","2024-08-01","2024-08-01","KBLM","KOPF"
"18558","Beechcraft Beechjet 400A","Light jet","18500","2024-08-01 00:00:00.000","2","2024-08-01","2024-08-01","KBLM","KOPF"
"18560","Cessna Citation Excel","Midsize jet","16994","2024-08-01 00:00:00.000","2","2024-08-01","2024-08-01","KBLM","KOPF"
"18568","Midsize Jet","Midsize jet","17266","2024-08-01 00:00:00.000","2","2024-08-01",NULL,"KBLM","KOPF"
"18570","Embraer Phenom 300E","Super light jet","14479","2024-08-01 00:00:00.000","2","2024-08-01","2024-08-01","KBLM","KOPF"
"18582","Dassault Falcon 2000","Heavy jet","31431","2024-08-01 00:00:00.000","12","2024-08-01","2024-08-01","KBLM","KOPF"
"18586","Learjet 60","Midsize jet","11625","2024-07-30 00:00:00.000","4","2024-08-01","2024-08-01","KBLM","KOPF"
"18589","Falcon 100","Super light jet","20850","2024-07-30 00:00:00.000","2","2024-08-01","2024-08-01","KAUS","KLVM"
"18591","Beechcraft Hawker 800XP","Midsize jet","20700","2024-08-01 00:00:00.000","2","2024-08-01","2024-08-01","KBLM","KOPF"
"18595","Learjet 60","Midsize jet","23850","2024-07-30 00:00:00.000","1","2024-08-01","2024-08-01","KAUS","KLMV"
"18600","Hawker 800XP","Midsize jet","28000","2024-07-30 00:00:00.000","1","2024-08-01","2024-08-01","KAUS","KLVM"
"18743","Beechcraft Hawker 800XP","Midsize jet","23811","2024-08-01 00:00:00.000","2","2024-08-01","2024-08-01","KPTK","KBHM"
"18745","Cessna Citation Bravo","Light jet","12913","2024-08-01 00:00:00.000","2","2024-08-01","2024-08-01","KPTK","KBHM"
"18747","Cessna Citation CJ3","Light jet","12860","2024-08-01 00:00:00.000","2","2024-08-01","2024-08-01","KPTK","KBHM"
"18749","Beechcraft Hawker 800XP","Midsize jet","13000","2024-08-01 00:00:00.000","8","2024-08-01","2024-08-01","KPTK","KBHM"
"18766","Beechcraft Hawker 850XP","Midsize jet","19995","2024-08-01 00:00:00.000","2","2024-08-01","2024-08-01","KPTK","KBHM"
"18770","Dassault Falcon 2000","Heavy jet","18290","2024-08-01 00:00:00.000","2","2024-08-01","2024-08-01","KPTK","KBHM"
"18772","Cessna Citation X","Super midsize jet","20500","2024-08-01 00:00:00.000","2","2024-08-01","2024-08-01","KPTK","KBHM"
"18774","Gulfstream G-200","Super midsize jet","25050","2024-07-31 00:00:00.000","2","2024-08-01","2024-08-01","KPTK","KBHM"
"18776","Dassault Falcon 2000","Heavy jet","26870","2024-08-01 00:00:00.000","2","2024-08-01","2024-08-01","KPTK","KBHM"
"18788","Cessna Citation XLS","Midsize jet","11970","2024-08-01 00:00:00.000","2","2024-08-01","2024-08-01","KPTK","KBHM"
"18820","Light Jet","Light jet","14000","2024-08-01 00:00:00.000","2","2024-08-01",NULL,"KBLM","KOPF"
"18837","Beechcraft Beechjet 400A","Light jet","20561","2024-08-01 00:00:00.000","3","2024-08-01","2024-08-01","KBLM","KOPF"
